"anime_id","name","genre","type","episodes","rating"
2268,"Tatakae! Chou Robot Seimeitai Transformers","Adventure, Mecha, Sci-Fi, Shounen","TV","98",7.67
177,"Tsubasa Chronicle","Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural","TV","26",7.67
22729,"Aldnoah.Zero","Action, Mecha, Sci-Fi","TV","12",7.66
14131,"Girls und Panzer","Military, School","TV","12",7.66
2002,"Heroic Age","Action, Mecha, Military, Sci-Fi, Space","TV","26",7.66
145,"Kareshi Kanojo no Jijou","Comedy, Drama, Romance, School, Shoujo, Slice of Life","TV","26",7.66
250,"Konjiki no Gash Bell!!","Adventure, Comedy, Magic, Shounen, Supernatural","TV","150",7.66
23321,"Log Horizon 2nd Season","Action, Adventure, Fantasy, Game, Magic, Shounen","TV","25",7.66
1873,"Plawres Sanshirou","Adventure, Mecha, School, Sci-Fi, Shounen, Sports","TV","37",7.66
2562,"Shion no Ou","Drama, Game, Mystery, Thriller","TV","22",7.66
32673,"Udon no Kuni no Kiniro Kemari","Fantasy, Seinen, Slice of Life","TV","12",7.66
1985,"UFO Robo Grendizer","Mecha, Sci-Fi, Shounen","TV","74",7.66
12291,"Acchi Kocchi (TV)","Comedy, Romance, School, Seinen, Slice of Life","TV","12",7.65
874,"Digimon Tamers","Adventure, Comedy, Drama, Fantasy, Shounen","TV","51",7.65
31376,"Flying Witch","Comedy, Magic, Shounen, Slice of Life, Supernatural","TV","12",7.65
1251,"Fushigi no Umi no Nadia","Adventure, Comedy, Historical, Romance, Sci-Fi","TV","39",7.65
2012,"Jigoku Sensei Nube","Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural","TV","49",7.65
5162,"Minami-ke Okaeri","Comedy, School, Slice of Life","TV","13",7.65
3673,"Nijuu Mensou no Musume","Action, Adventure, Mystery","TV","22",7.65
26243,"Owari no Seraph","Action, Drama, Shounen, Supernatural, Vampire","TV","12",7.65
16241,"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural","TV","13",7.65
1239,"Bishoujo Senshi Sailor Moon SuperS","Drama, Magic, Romance, Shoujo","TV","39",7.64
270,"Hellsing","Action, Horror, Seinen, Supernatural, Vampire","TV","13",7.64
1356,"Hokuto no Ken 2","Action, Drama, Martial Arts, Super Power","TV","43",7.64
1567,"Kaitou Saint Tail","Adventure, Magic, Romance, Shoujo","TV","43",7.64
13655,"Little Busters!","Comedy, Drama, School, Slice of Life, Supernatural","TV","26",7.64
334,"Marmalade Boy","Comedy, Drama, Romance, Shoujo","TV","76",7.64
209,"R.O.D the TV","Action, Adventure, Comedy, Drama, Sci-Fi, Super Power","TV","26",7.64
16524,"Suisei no Gargantia","Action, Adventure, Mecha, Sci-Fi","TV","13",7.64
32899,"Watashi ga Motete Dousunda","Comedy, Harem, Romance, School, Shoujo","TV","12",7.64
10216,"Yondemasu yo, Azazel-san. (TV)","Comedy, Demons, Supernatural","TV","13",7.64
32828,"Amaama to Inazuma","Comedy, Seinen, Slice of Life","TV","12",7.63
13115,"Hakuouki Reimeiroku","Action, Drama, Historical, Josei, Samurai, Supernatural","TV","12",7.63
5494,"Konnichiwa Anne: Before Green Gables","Drama, Historical, Kids, Slice of Life","TV","39",7.63
6604,"Kuruneko","Comedy, Slice of Life","TV","50",7.63
32526,"Love Live! Sunshine!!","Music, School, Slice of Life","TV","13",7.63
14527,"Medaka Box Abnormal","Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power","TV","12",7.63
2835,"Patalliro!","Adventure, Comedy, Romance, Shoujo, Shounen Ai","TV","49",7.63
2549,"Perrine Monogatari","Drama, Historical, Shoujo, Slice of Life","TV","53",7.63
28497,"Rokka no Yuusha","Action, Adventure, Fantasy, Magic, Mystery","TV","12",7.63
1651,"Uchuu Senkan Yamato 2","Action, Adventure, Drama, Military, Sci-Fi, Space","TV","26",7.63
691,"Yawara!","Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports","TV","124",7.63
11759,"Accel World","Action, Game, Romance, School, Sci-Fi","TV","24",7.62
6573,"Darker than Black: Ryuusei no Gemini","Action, Mystery, Sci-Fi, Super Power","TV","12",7.62
21743,"Donten ni Warau","Action, Historical, Shoujo","TV","12",7.62
31706,"Fate/kaleid liner Prisma☆Illya 3rei!!","Action, Comedy, Fantasy, Magic","TV","12",7.62
364,"Gallery Fake","Mystery, Seinen","TV","37",7.62
4060,"Grimm Masterpiece Theater","Adventure, Comedy, Fantasy, Kids, Magic","TV","24",7.62
23269,"Hello!! Kiniro Mosaic","Comedy, School, Slice of Life","TV","12",7.63
96,"Mobile Fighter G Gundam","Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports","TV","49",7.62
3420,"Shigofumi","Drama, Fantasy, Psychological, Supernatural, Thriller","TV","12",7.62
10378,"Shinryaku!? Ika Musume","Comedy, Shounen, Slice of Life","TV","12",7.62
3369,"Shoubushi Densetsu Tetsuya","Game, Historical, Shounen","TV","20",7.62
5075,"Yuusha Keisatsu J-Decker","Action, Adventure, Mecha, Police, Sci-Fi","TV","48",7.62
1195,"Zero no Tsukaima","Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School","TV","13",7.62
11235,"Amagami SS+ Plus","Comedy, Romance, School, Slice of Life","TV","13",7.61
586,"Ayakashi: Japanese Classic Horror","Fantasy, Historical, Horror","TV","11",7.61
4981,"Casshern Sins","Action, Adventure, Drama, Psychological, Sci-Fi","TV","24",7.61
2409,"Gokudou-kun Manyuuki","Adventure, Comedy, Fantasy, Magic","TV","26",7.61
4039,"Golgo 13 (TV)","Action, Adventure, Drama, Seinen, Thriller","TV","50",7.61
22693,"Lady Jewelpet","Fantasy, Magic, Romance, Shoujo","TV","52",7.61
1563,"Magic Knight Rayearth II","Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo","TV","29",7.61
9181,"Motto To LOVE-Ru","Comedy, Ecchi, Harem, School, Sci-Fi, Shounen","TV","12",7.61
1608,"Salaryman Kintarou","Comedy, Drama, Seinen","TV","20",7.61
5277,"Sekirei: Pure Engagement","Action, Comedy, Ecchi, Harem, Super Power","TV","13",7.61
18523,"Senyuu. 2","Action, Comedy, Fantasy, Parody, Shounen","TV","13",7.61
2923,"Shugo Chara!","Comedy, Magic, School, Shoujo","TV","51",7.61
18497,"Yozakura Quartet: Hana no Uta","Action, Comedy, Magic, Shounen, Super Power, Supernatural","TV","13",7.61
21639,"Yu☆Gi☆Oh! Arc-V","Action, Fantasy, Game, Shounen","TV","Unknown",7.61
283,"Akage no Anne","Drama, Historical, Slice of Life","TV","50",7.6
18671,"Chuunibyou demo Koi ga Shitai! Ren","Comedy, Drama, Romance, School, Slice of Life","TV","12",7.6
32948,"Fune wo Amu","Drama, Slice of Life","TV","11",7.6
3213,"Ganbare Genki","Action, Comedy, Shounen, Sports","TV","35",7.6
21273,"Gochuumon wa Usagi Desu ka?","Comedy, Slice of Life","TV","12",7.6
2330,"Jibaku-kun","Adventure, Comedy, Fantasy","TV","26",7.6
218,"Kidou Senkan Nadesico","Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space","TV","26",7.6
8476,"Otome Youkai Zakuro","Demons, Historical, Military, Romance, Seinen, Supernatural","TV","13",7.6
10257,"Pretty Rhythm: Aurora Dream","Music, Shoujo, Slice of Life, Sports","TV","51",7.6
23281,"Psycho-Pass 2","Action, Police, Psychological, Sci-Fi","TV","11",7.6
166,"Samurai 7","Historical, Mecha, Samurai, Sci-Fi","TV","26",7.6
8557,"Shinryaku! Ika Musume","Comedy, Shounen, Slice of Life","TV","12",7.6
6802,"So Ra No Wo To","Military, Music, Sci-Fi, Slice of Life","TV","12",7.6
30911,"Tales of Zestiria the X","Action, Adventure, Fantasy","TV","12",7.6
200,"Tenshi na Konamaiki","Comedy, Magic, Romance, Shounen","TV","50",7.6
3613,"Toshokan Sensou","Action, Comedy, Military, Romance","TV","12",7.6
3712,"Zero no Tsukaima: Princesses no Rondo","Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School","TV","12",7.6
8687,"Doraemon (2005)","Comedy, Kids, Sci-Fi, Shounen","TV","Unknown",7.59
1454,"Kemonozume","Action, Demons, Horror, Romance, Supernatural","TV","13",7.59
98,"Mai-HiME","Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai","TV","26",7.59
20541,"Mikakunin de Shinkoukei","Comedy, Romance, School, Slice of Life","TV","12",7.59
593,"Mugen no Ryvius","Drama, Mecha, Military, Psychological, Sci-Fi, Space","TV","26",7.59
708,"Patapata Hikousen no Bouken","Adventure, Sci-Fi","TV","26",7.59
2596,"Shinreigari: Ghost Hound","Mystery, Psychological, Sci-Fi, Supernatural","TV","22",7.59
5262,"Shugo Chara!! Doki","Comedy, Magic, School, Shoujo","TV","51",7.59
1372,"Taiho Shichau zo (1996)","Action, Comedy, Police, Seinen","TV","47",7.59
2337,"Tetsujin 28-gou (2004)","Adventure, Mecha, Sci-Fi, Shounen","TV","26",7.59
102,"Aishiteruze Baby★★","Comedy, Drama, Romance, Shoujo","TV","26",7.58
2800,"Candy Candy","Drama, Shoujo, Slice of Life","TV","115",7.58
356,"Fate/stay night","Action, Fantasy, Magic, Romance, Supernatural","TV","24",7.58
4061,"Grimm Masterpiece Theater II","Adventure, Comedy, Fantasy, Kids, Magic","TV","23",7.58
9834,"Level E","Comedy, Sci-Fi, Shounen","TV","13",7.58
5854,"Shin Chou Kyou Ryo: Condor Hero III","Action, Adventure, Drama, Historical, Romance","TV","26",7.58
2257,"Taiyou no Kiba Dagram","Drama, Mecha, Military, Sci-Fi, Shounen","TV","75",7.58
1459,"Uchuu no Kishi Tekkaman Blade","Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space","TV","49",7.58
8676,"Amagami SS","Comedy, Romance, School, Slice of Life","TV","25",7.57
10719,"Boku wa Tomodachi ga Sukunai","Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life","TV","12",7.57
59,"Chobits","Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen","TV","26",7.57
4186,"Chrome Shelled Regios","Action, Adventure, Fantasy, School, Sci-Fi","TV","24",7.57
15613,"Hakkenden: Touhou Hakken Ibun","Action, Fantasy, Shoujo, Supernatural","TV","13",7.57
6895,"Hakuouki","Action, Drama, Historical, Josei, Samurai, Supernatural","TV","12",7.57
379,"Heppoko Jikken Animation Excel♥Saga","Comedy, Parody, Sci-Fi, Shounen","TV","26",7.57
490,"Paniponi Dash!","Comedy, Parody, School","TV","26",7.57
64,"Rozen Maiden","Action, Comedy, Drama, Magic, Seinen","TV","12",7.57
5671,"Saki","Game, School, Slice of Life","TV","25",7.57
5355,"Sengoku Basara","Action, Historical, Martial Arts, Samurai, Super Power","TV","12",7.57
1728,"Super GALS! Kotobuki Ran","Comedy, Shoujo, Slice of Life","TV","52",7.57
567,"The Big O","Action, Mecha, Mystery, Psychological, Sci-Fi","TV","26",7.57
481,"Yu☆Gi☆Oh! Duel Monsters","Adventure, Game, Shounen","TV","224",7.57
18465,"Genshiken Nidaime","Comedy, Parody, Slice of Life","TV","13",7.56
852,"Gokinjo Monogatari","Comedy, Drama, Romance, Slice of Life","TV","50",7.56
131,"Saiyuuki Reload Gunlock","Action, Adventure, Comedy, Fantasy, Shoujo","TV","26",7.56
879,"Simoun","Drama, Magic, Military, Romance, Shoujo Ai","TV","26",7.56
1642,"Sugar Sugar Rune","Fantasy, Magic, Shoujo","TV","51",7.56
5712,"Tanoshii Muumin Ikka Bouken Nikki","Adventure, Fantasy, Kids, Slice of Life","TV","26",7.56
3974,"Tetsuwan Birdy Decode","Action, Comedy, Sci-Fi","TV","13",7.56
2203,"Waga Seishun no Arcadia: Mugen Kidou SSX","Action, Adventure, Drama, Sci-Fi, Space","TV","22",7.56
156,"X","Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power","TV","24",7.56
29,"Zipang","Action, Drama, Historical, Military, Sci-Fi, Seinen","TV","26",7.56
12149,"AKB0048","Music, Sci-Fi","TV","13",7.55
18893,"Aoki Hagane no Arpeggio: Ars Nova","Action, Sci-Fi, Seinen","TV","12",7.55
11633,"Blood Lad","Action, Comedy, Demons, Seinen, Supernatural, Vampire","TV","10",7.55
26349,"Danna ga Nani wo Itteiru ka Wakaranai Ken","Comedy, Seinen, Slice of Life","TV","13",7.55
27631,"God Eater","Action, Fantasy, Military, Sci-Fi","TV","13",7.55
134,"Gunslinger Girl","Action, Drama, Military, Psychological, Sci-Fi","TV","13",7.55
28825,"Himouto! Umaru-chan","Comedy, School, Seinen, Slice of Life","TV","12",7.55
12679,"Joshiraku","Comedy, Slice of Life","TV","13",7.55
1021,"Kaikan Phrase","Drama, Music, Romance, Shoujo","TV","44",7.55
6707,"Kuroshitsuji II","Action, Comedy, Demons, Fantasy, Shounen, Supernatural","TV","12",7.55
2518,"Masuda Kousuke Gekijou Gag Manga Biyori 2","Comedy","TV","12",7.55
32792,"Mobile Suit Gundam Unicorn RE:0096","Action, Drama, Mecha, Military, Sci-Fi, Space","TV","22",7.56
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Romance, School","TV","10",7.55
165,"RahXephon","Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi","TV","26",7.55
25,"Sunabouzu","Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen","TV","24",7.55
2129,"True Tears","Drama, Romance, School","TV","13",7.55
1050,"Bobobo-bo Bo-bobo","Adventure, Comedy, Sci-Fi, Shounen","TV","76",7.54
1222,"Bokura ga Ita","Drama, Romance, Shoujo, Slice of Life","TV","26",7.54
1069,"Chou Denji Machine Voltes V","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen","TV","40",7.54
13349,"Chouyaku Hyakuninisshu: Uta Koi.","Historical, Josei, Romance","TV","13",7.54
15583,"Date A Live","Comedy, Harem, Mecha, Romance, School, Sci-Fi","TV","12",7.54
1391,"Future GPX Cyber Formula","Adventure, Sci-Fi, Shounen, Sports","TV","37",7.54
2037,"Hime-chan no Ribbon","Comedy, Fantasy, Magic, Romance, School, Shoujo","TV","61",7.54
3199,"Nanatsu no Umi no Tico","Adventure, Slice of Life","TV","39",7.54
327,"Puchi Puri Yuushi","Comedy, Fantasy, Magic, Shoujo","TV","26",7.54
130,"Saiyuuki Reload","Action, Adventure, Comedy, Drama, Fantasy, Shoujo","TV","25",7.54
2216,"Shigurui","Action, Drama, Historical, Martial Arts, Samurai, Seinen","TV","12",7.54
31680,"Super Lovers","Comedy, Drama, Romance, Shounen Ai, Slice of Life","TV","10",7.54
15731,"Tamayura: More Aggressive","Comedy, Drama, Slice of Life","TV","12",7.54
696,"Tenchi Muyou!","Comedy, Harem, Romance, Sci-Fi, Shounen, Space","TV","26",7.54
181,"Vandread: The Second Stage","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space","TV","13",7.54
2608,"Wangan Midnight","Action, Cars, Seinen, Sports","TV","26",7.54
1327,"Aoki Densetsu Shoot!","Action, Comedy, Drama, Romance, School, Shounen, Sports","TV","58",7.53
24625,"Gundam Build Fighters Try","Action, Mecha, Sci-Fi","TV","25",7.53
16009,"Kamisama no Inai Nichiyoubi","Fantasy, Mystery","TV","12",7.53
435,"Magic Knight Rayearth","Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo","TV","20",7.53
10110,"Mayo Chiki!","Comedy, Ecchi, Harem, Romance, School","TV","13",7.53
11499,"Sankarea","Comedy, Ecchi, Horror, Romance, Shounen, Supernatural","TV","12",7.53
29786,"Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai","Comedy, Ecchi, School","TV","12",7.53
959,"Shin Chou Kyou Ryo: Condor Hero","Adventure, Drama, Historical, Romance","TV","26",7.53
10798,"UN-GO","Mystery, Supernatural","TV","11",7.53
12711,"Uta no☆Prince-sama♪ Maji Love 2000%","Comedy, Harem, Music, Romance, School, Shoujo","TV","13",7.53
4752,"Vampire Knight Guilty","Drama, Mystery, Romance, Shoujo, Supernatural, Vampire","TV","13",7.53
183,"Whistle!","School, Shounen, Sports","TV","39",7.53
798,"Yomigaeru Sora: Rescue Wings","Drama, Military, Seinen","TV","12",7.53
68,"Black Cat","Adventure, Comedy, Sci-Fi, Shounen, Super Power","TV","23",7.52
2553,"Flanders no Inu","Drama, Historical, Slice of Life","TV","52",7.52
506,"Glass no Kamen","Drama, Romance, Shoujo","TV","23",7.52
142,"Kamikaze Kaitou Jeanne","Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo","TV","44",7.52
3358,"Kure-nai","Comedy, Drama, Martial Arts","TV","12",7.52
76,"Mahou Shoujo Lyrical Nanoha","Action, Comedy, Drama, Magic, Super Power","TV","13",7.52
31722,"Nanatsu no Taizai: Seisen no Shirushi","Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural","TV","4",7.52
31414,"Nijiiro Days","Comedy, Romance, School, Shoujo, Slice of Life","TV","24",7.52
353,"Ojamajo Doremi Dokkaan!","Comedy, Magic, Shoujo","TV","51",7.52
1060,"Oruchuban Ebichu","Comedy, Ecchi, Seinen","TV","24",7.52
19369,"Outbreak Company","Comedy, Fantasy, Harem, Parody","TV","12",7.52
19291,"Pokemon XY","Action, Adventure, Comedy, Fantasy, Kids","TV","93",7.52
167,"Scrapped Princess","Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen","TV","24",7.52
5909,"Seitokai no Ichizon","Comedy, Harem, Parody, School","TV","12",7.52
24037,"Selector Spread WIXOSS","Game, Psychological","TV","12",7.52
5233,"Slayers Evolution-R","Adventure, Comedy, Fantasy","TV","13",7.52
2014,"Taiho Shichau zo: Second Season","Action, Comedy, Police, Shounen","TV","26",7.52
27899,"Tokyo Ghoul √A","Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural","TV","12",7.52
3972,"Yu☆Gi☆Oh! 5D&#039;s","Action, Game, Shounen","TV","154",7.52
25519,"Yuuki Yuuna wa Yuusha de Aru","Drama, Fantasy, Magic, Slice of Life","TV","12",7.52
1536,"Busou Renkin","Action, Comedy, Fantasy, School, Shounen, Supernatural","TV","26",7.51
23311,"Garo: Honoo no Kokuin","Action, Demons, Fantasy, Magic, Supernatural","TV","24",7.51
1852,"Hidamari Sketch","Comedy, School, Slice of Life","TV","12",7.51
2228,"Honoo no Toukyuuji: Dodge Danpei","Comedy, Sports","TV","47",7.51
1808,"Kamichama Karin","Comedy, Fantasy, Magic, Romance, School, Shoujo","TV","26",7.51
489,"Kamichu!","Comedy, Drama, Slice of Life, Supernatural","TV","12",7.51
2929,"Moonlight Mile 2nd Season: Touch Down","Adventure, Drama, Sci-Fi, Space","TV","14",7.51
1212,"Oban Star-Racers","Adventure, Mecha, Sci-Fi, Shounen","TV","26",7.51
11179,"Papa no Iukoto wo Kikinasai!","Comedy, Romance, Slice of Life","TV","12",7.51
2903,"Sakigake!! Otokojuku","Action, Comedy, Martial Arts, School, Shounen","TV","34",7.51
2254,"Sentou Mecha Xabungle","Mecha, Military, Sci-Fi, Shounen","TV","50",7.51
960,"Shin Chou Kyou Ryo: Condor Hero II","Adventure, Drama, Historical, Romance","TV","26",7.51
4189,"Winter Sonata","Drama, Romance","TV","26",7.51
33094,"WWW.Working!!","Comedy, Slice of Life","TV","13",7.51
21435,"Yama no Susume Second Season","Adventure, Comedy, Slice of Life","TV","24",7.51
1589,"Bartender","Drama, Seinen, Slice of Life","TV","11",7.5
2817,"Cinderella Monogatari","Adventure, Fantasy, Kids, Romance","TV","26",7.5
19163,"Date A Live II","Comedy, Harem, Mecha, Romance, School, Sci-Fi","TV","10",7.5
1684,"Dotto Koni-chan","Comedy","TV","26",7.5
25183,"Gangsta.","Action, Drama, Seinen","TV","12",7.5
10870,"Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV)","Comedy, Mecha, Sci-Fi","TV","12",7.5
2204,"Karakuri Zoushi Ayatsuri Sakon","Horror, Mystery, Thriller","TV","26",7.5
1691,"Kaze no Stigma","Action, Fantasy, Magic, Romance, Shounen","TV","24",7.5
31227,"Kindaichi Shounen no Jikenbo Returns 2nd Season","Mystery, Shounen","TV","22",7.5
31952,"Kono Bijutsubu ni wa Mondai ga Aru!","Comedy, Romance, School","TV","12",7.5
1426,"Lupin III: Part III","Action, Adventure, Comedy, Shounen","TV","50",7.5
3342,"Mnemosyne: Mnemosyne no Musume-tachi","Action, Horror, Sci-Fi, Shoujo Ai, Supernatural","TV","6",7.5
27787,"Nisekoi:","Comedy, Harem, Romance, School, Shounen","TV","12",7.5
10396,"Ben-To","Action, Comedy, Martial Arts","TV","12",7.49
16592,"Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation","Action, Horror, Mystery, Psychological","TV","13",7.49
29067,"Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me","Comedy, Seinen, Slice of Life","TV","13",7.49
501,"Doraemon","Adventure, Comedy, Fantasy, Kids, Shounen","TV","26",7.49
1878,"Kaze no Shoujo Emily","Drama, Historical, Shoujo","TV","26",7.49
16353,"Love Lab","Comedy, Romance, School","TV","13",7.49
2253,"Mazinger Z","Action, Drama, Mecha, Sci-Fi, Shounen","TV","92",7.49
8769,"Ore no Imouto ga Konnani Kawaii Wake ga Nai","Comedy, Seinen, Slice of Life","TV","12",7.49
11835,"Qin Shiming Yue Zhi: Zhu Zi Bai Jia","Action, Fantasy, Historical, Martial Arts","TV","34",7.49
16123,"Saki Zenkoku-hen","Game, School, Slice of Life","TV","13",7.49
30187,"Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru","Mystery","TV","12",7.49
15751,"Senyuu.","Action, Comedy, Fantasy, Parody, Shounen","TV","13",7.49
2820,"Time Travel Tondekeman!","Action, Adventure, Comedy, Kids","TV","39",7.49
113,"Uchuu no Stellvia","Action, Romance, Sci-Fi, Space","TV","26",7.49
970,"Yokoyama Mitsuteru Sangokushi","Adventure, Historical","TV","47",7.49
2548,"Ai no Wakakusa Monogatari","Drama, Historical, Slice of Life","TV","48",7.48
101,"Air","Drama, Romance, Slice of Life, Supernatural","TV","13",7.48
103,"Akazukin Chacha","Adventure, Comedy, Fantasy, Magic, Romance, Shoujo","TV","74",7.48
6880,"Deadman Wonderland","Action, Horror, Sci-Fi","TV","12",7.48
476,"Ginban Kaleidoscope","Drama, Romance, Sports","TV","12",7.48
14811,"GJ-bu","Comedy, School, Slice of Life","TV","12",7.48
242,"Gokusen","Comedy, Drama, Josei, School, Slice of Life","TV","13",7.48
33241,"Honobono Log","Romance, Slice of Life","TV","10",7.48
9938,"Ikoku Meiro no Croisée The Animation","Historical, Seinen, Slice of Life","TV","12",7.48
2927,"Kimikiss Pure Rouge","Drama, Romance, School","TV","24",7.48
158,"Maria-sama ga Miteru","Drama, Romance, Shoujo, Shoujo Ai, Slice of Life","TV","13",7.48
23421,"Re:␣Hamatora","Comedy, Mystery, Super Power","TV","12",7.48
5984,"Ristorante Paradiso","Drama, Josei, Romance, Slice of Life","TV","11",7.48
8726,"Soredemo Machi wa Mawatteiru","Comedy, Slice of Life","TV","12",7.48
3125,"Tokimeki Tonight","Comedy, Fantasy, Romance, Shoujo, Vampire","TV","34",7.48
763,"Zoids","Action, Adventure, Comedy, Mecha, Sci-Fi","TV","67",7.48
6676,"Asura Cryin&#039; 2","Action, Mecha, Supernatural","TV","13",7.47
25731,"Cross Ange: Tenshi to Ryuu no Rondo","Action, Mecha, Sci-Fi","TV","25",7.47
20509,"Fate/kaleid liner Prisma☆Illya 2wei!","Action, Comedy, Fantasy, Magic","TV","10",7.47
344,"Futatsu no Spica","Drama, School, Sci-Fi, Supernatural","TV","20",7.47
18229,"Gatchaman Crowds","Adventure, Sci-Fi","TV","12",7.47
21039,"Gatchaman Crowds Insight","Adventure, Sci-Fi","TV","12",7.47
4551,"Hakushaku to Yousei","Adventure, Fantasy, Historical, Magic","TV","12",7.47
20853,"Hitsugi no Chaika","Action, Adventure, Comedy, Fantasy, Romance, Shounen","TV","12",7.47
633,"Legend of Basara","Adventure, Drama, Romance, Shoujo","TV","13",7.47
1590,"Legendz: Yomigaeru Ryuuou Densetsu","Action, Adventure, Comedy, Fantasy","TV","50",7.47
17505,"Mushibugyou","Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power","TV","26",7.47
1655,"Nerima Daikon Brothers","Comedy, Music","TV","12",7.47
23673,"Ookami Shoujo to Kuro Ouji","Comedy, Romance, School, Shoujo","TV","12",7.47
7662,"Shinrei Tantei Yakumo","Horror, Mystery, Shoujo, Supernatural","TV","13",7.47
2942,"Sketchbook: Full Color&#039;s","Comedy, Slice of Life","TV","13",7.47
4884,"Tales of the Abyss","Adventure, Drama, Fantasy","TV","26",7.47
1744,"Wagamama☆Fairy Mirumo de Pon!","Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo","TV","172",7.47
878,"Zegapain","Action, Mecha, Romance, Sci-Fi","TV","26",7.47
4038,"Zettai Karen Children","Action, Comedy, Shounen, Supernatural","TV","51",7.47
32696,"Fukigen na Mononokean","Comedy, Supernatural","TV","13",7.46
551,"Grappler Baki: Saidai Tournament-hen","Action, Martial Arts, Shounen, Sports","TV","24",7.46
32648,"Handa-kun","Comedy, Shounen, Slice of Life","TV","12",7.46
15225,"Hentai Ouji to Warawanai Neko.","Comedy, Harem, Romance, School, Seinen, Supernatural","TV","12",7.46
8074,"Highschool of the Dead","Action, Ecchi, Horror, Supernatural","TV","12",7.46
483,"Kurau Phantom Memory","Action, Drama, Sci-Fi, Space, Super Power","TV","24",7.46
1972,"Meitantei Holmes","Adventure, Comedy, Mystery","TV","26",7.46
5273,"Miracle Giants Doumu-kun","Sports","TV","49",7.46
710,"Rec","Comedy, Drama, Romance","TV","9",7.46
20709,"Sabagebu!","Action, Comedy, Military, Shoujo","TV","12",7.46
15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi","TV","13",7.46
21573,"Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.","Action, Music, Sci-Fi","TV","13",7.46
198,"Speed Grapher","Action, Mystery, Super Power","TV","24",7.46
50,"Aa! Megami-sama! (TV)","Comedy, Magic, Romance, Seinen, Supernatural","TV","24",7.45
31771,"Amanchu!","Comedy, School, Shounen, Slice of Life","TV","12",7.45
2986,"Bamboo Blade","Comedy, School, Seinen, Sports","TV","26",7.45
1614,"Captain Tsubasa: Road to 2002","Action, Shounen, Sports","TV","52",7.45
15109,"Cuticle Tantei Inaba","Action, Comedy, Mystery, Shounen, Supernatural","TV","12",7.45
5684,"Fresh Precure!","Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life","TV","50",7.45
505,"Fushigiboshi no☆Futagohime","Comedy, Magic, Shoujo","TV","51",7.45
15863,"Ginga Kikoutai Majestic Prince","Action, Mecha, School, Sci-Fi, Seinen, Space","TV","24",7.45
246,"Groove Adventure Rave","Adventure, Comedy, Fantasy, Romance, Shounen","TV","51",7.45
6574,"Hanamaru Youchien","Comedy, Seinen, Slice of Life","TV","12",7.45
5150,"Hatsukoi Limited","Comedy, Romance, School, Shounen","TV","12",7.45
714,"High School! Kimengumi","Comedy, Parody, Romance, School, Shounen","TV","86",7.45
13261,"Inazuma Eleven Go: Chrono Stone","Shounen, Sports, Super Power","TV","51",7.45
519,"Mahoraba: Heartful days","Comedy, Drama, Romance, Shounen","TV","26",7.45
330,"Midori no Hibi","Comedy, Drama, Ecchi, Romance, Shounen","TV","13",7.45
6712,"Natsu no Arashi! Akinaichuu","Comedy, Romance, Supernatural","TV","13",7.45
